author,author_timezone,commit_message,lines_added,lines_removed,n_commits,n_projects_c,complexity,cognitive_complexity,duplicated_blocks,duplicated_files,duplicated_lines_density,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,open_issues,sqale_debt_ratio,code_smells,bugs,reliability_rating,vulnerabilities,security_rating,files,comment_lines_density,n_measures,n_projects_m,effort,message,blocker,critical,info,major,minor,issue_code_length,n_issues,n_projects_i,clusters,quality_rating
Edward Capriolo,0.0,220.22471910112358,44.88389513108614,4.466292134831461,534,1,73455.38,61417.78,3535.56,381.4,16.5,30248.46,208.18,1372.14,11010.84,16961.1,696.2,30248.46,3.2500000000000027,29069.22,638.5,5.0,540.74,4.0,1862.94,10.04,50,1,52.48509090909091,114128.0,9.0,64.0,0.0,741.0,561.0,0.11199999999999999,1375.0,1.0,Extremely bad programming skills,0.18193617864282763
Edwin L. Punzalan,0.0,198.5078369905956,31.96760710553814,9.689655172413792,957,1,1208.1885714285713,921.7771428571427,83.92,12.674285714285714,12.192000000000013,661.9828571428571,0.11428571428571427,43.92,309.3314285714285,250.69142857142856,57.92571428571429,661.9828571428571,3.130285714285714,649.9371428571427,4.0,1.68,8.045714285714286,3.2285714285714286,131.94857142857143,17.31657142857141,175,1,18.709371293001187,51571.0,1.0,66.0,0.0,408.0,368.0,0.002372479240806643,843.0,1.0,Good programming skills,0.8920607525944605
Eitan Adler,7.0,51.0,1.0,1.0,2,1,2371.0,1530.0,241.0,42.0,7.1,1392.0,0.0,78.0,575.0,693.0,46.0,1392.0,2.9,1185.0,164.0,4.0,43.0,3.0,188.0,33.0,1,1,90.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,Excellent programming skills,0.956290628447785
Elijah Zupancic,0.0,204.5,2.0,0.5,2,1,2953.0,1731.0,318.0,94.0,22.4,1228.0,28.0,85.0,637.0,472.0,6.0,1228.0,4.3,1197.0,20.0,5.0,11.0,4.0,319.0,30.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Emmanuel Bourg,0.0,225.48180379746842,17.863528481012658,12.553006329113927,2528,13,3232.0475319926873,2306.270566727605,205.6508226691042,50.90127970749543,14.105484460694687,1338.308957952468,25.844606946983546,134.15539305301644,552.892138939671,600.7568555758684,24.659963436928702,1338.308957952468,3.5032906764168263,1287.0073126142595,22.30164533820841,4.093235831809872,29.0,3.829981718464351,160.79524680073126,23.09524680073121,547,13,14.669719827586205,265302.0,4.0,239.0,21.0,1456.0,1992.0,0.07165948275862069,3712.0,7.0,Excellent programming skills,0.9697124403149269
Emmanuel Venisse,0.0,158.16793893129767,7.320610687022902,3.984732824427481,131,1,3784.32,1745.7866666666666,200.46666666666667,24.72,7.7746666666666675,2061.4666666666667,0.52,101.21333333333334,788.1866666666666,999.4133333333333,172.13333333333333,2061.4666666666667,3.12933333333333,2002.32,44.56,3.5733333333333333,14.586666666666664,3.786666666666666,352.2,17.312000000000022,75,1,12.73684210526316,1118.0,0.0,3.0,0.0,9.0,7.0,0.05263157894736842,19.0,1.0,Good programming skills,0.8920607525944605
Enver Haase,0.0,241.16304347826087,569.3913043478261,4.728260869565218,92,1,6389.387755102041,4629.34693877551,837.2244897959183,204.91836734693882,48.64285714285717,3604.326530612245,34.48979591836735,178.6938775510204,1522.530612244898,1814.591836734694,54.020408163265316,3604.326530612245,6.644897959183671,3473.9795918367345,70.93877551020408,5.0,59.40816326530612,4.0,368.4489795918368,48.11632653061222,49,1,7.428571428571429,3567.0,0.0,2.0,1.0,30.0,23.0,0.0,56.0,1.0,Excellent programming skills,0.956290628447785
Eric N. Hanson,0.0,195.64864864864865,134.74324324324328,4.716216216216216,148,1,110397.33333333331,90603.72222222223,5963.777777777777,868.3333333333335,20.605555555555554,44824.83333333334,261.94444444444446,2059.5,17012.333333333332,24372.38888888889,1118.6666666666667,44824.83333333334,3.200000000000001,43141.05555555556,857.2222222222223,5.0,826.5555555555555,4.0,2905.555555555556,9.822222222222221,18,1,24.924050632911392,4670.0,0.0,8.0,0.0,40.0,31.0,0.0759493670886076,79.0,1.0,Extremely bad programming skills,0.18193617864282763
Erik Abele,0.0,244.625,11.75,3.875,16,2,3739.733333333333,2795.0,338.4,65.6,9.406666666666668,1537.2,2.2,317.8,667.6,544.2,5.4,1537.2,3.88,1491.0,2.4,2.6,43.8,4.0,322.73333333333335,18.96,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Ernesto S. Tolentino Jr,0.0,164.5,2.0,0.5,2,1,1393.0,1352.0,109.0,19.0,11.1,708.0,0.0,70.0,368.0,203.0,67.0,708.0,2.6,677.0,0.0,1.0,31.0,4.0,161.0,18.4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Fabrizio Giustina,0.0,179.0,4.0,0.0,1,1,2292.0,1748.0,201.0,24.0,9.8,1468.0,0.0,103.0,577.0,629.0,159.0,1468.0,3.7,1462.0,0.0,1.0,6.0,3.0,312.0,15.9,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Felipe Leme,0.0,236.77777777777774,80.07407407407408,1.0740740740740742,27,1,5484.0,3987.0,76.0,57.0,4.411111111111111,2077.0,6.0,113.0,1243.0,691.0,24.0,2077.0,4.6000000000000005,2052.0,13.0,4.0,12.0,4.0,541.0,25.0,9,1,2.75,368.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,Excellent programming skills,0.956290628447785
Flavio Paiva Junqueira,0.0,193.54030501089326,54.511982570806104,28.79302832244009,459,1,9472.285714285714,8469.142857142857,321.2142857142857,100.14285714285714,5.378571428571428,4788.785714285715,17.5,517.0714285714286,2069.3571428571427,2113.0,71.85714285714286,4788.785714285715,3.100000000000001,4329.142857142857,32.285714285714285,5.0,427.3571428571428,4.0,450.28571428571433,13.271428571428569,14,1,4.0,757.0,0.0,1.0,0.0,1.0,9.0,0.0,11.0,1.0,Good programming skills,0.8920607525944605
Francesco Furfari,0.0,281.1386138613861,27.328147100424328,6.818953323903818,707,1,8577.58064516129,9292.774193548386,197.54838709677418,83.87096774193549,6.738709677419357,5173.161290322581,33.32258064516129,416.0322580645162,2334.2258064516127,2181.8064516129034,207.7741935483871,5173.161290322581,3.774193548387095,5039.903225806452,46.806451612903224,5.0,86.45161290322581,4.0,594.516129032258,32.312903225806465,31,1,19.428571428571427,4505.0,0.0,2.0,0.0,47.0,35.0,0.0,84.0,1.0,Excellent programming skills,0.956290628447785
Francois-Xavier Bonnet,0.0,214.91566265060243,35.385542168674704,9.674698795180722,83,2,8677.76923076923,5836.461538461538,653.3076923076923,125.23076923076924,9.676923076923076,3829.384615384615,6.846153846153847,359.92307692307685,1988.0769230769229,1240.3846153846155,234.15384615384616,3829.384615384615,3.9,3747.9230769230767,10.461538461538463,4.0,71.0,4.0,665.3076923076923,13.676923076923076,13,2,26.357142857142854,602.0,0.0,1.0,2.0,8.0,3.0,0.0,14.0,1.0,Good programming skills,0.8920607525944605
Gang Tim Liu,0.0,197.0769230769231,33.55769230769231,11.75,52,1,91970.57142857145,75382.42857142858,5580.571428571428,793.1428571428571,23.542857142857148,38754.42857142857,250.7142857142857,1812.571428571429,14110.0,21648.285714285714,932.8571428571428,38754.42857142857,3.2,37275.71428571428,757.5714285714287,5.0,721.1428571428571,4.0,2411.142857142857,9.842857142857143,7,1,17.691176470588232,14817.0,2.0,9.0,0.0,98.0,95.0,0.00980392156862745,204.0,1.0,Extremely bad programming skills,0.18193617864282763
Gary D. Gregory,0.0,250.31838538245654,10.811130351704783,8.15781931092136,16747,22,3999.180758017493,2669.481924198251,220.35481049562682,49.510495626822156,9.018134110787194,1627.6230320699708,14.959183673469386,202.2134110787172,785.1644314868805,574.5693877551022,50.716618075801755,1627.6230320699708,3.2674927113702736,1589.8516034985425,17.81195335276968,3.770845481049563,19.95947521865889,3.262390670553936,261.16967930029153,23.51612244897957,3430,22,18.060039370078737,59779.0,4.0,61.0,18.0,493.0,440.0,0.006889763779527559,1016.0,16.0,Excellent programming skills,0.9697124403149269
Geir Magnusson Jr,0.0,188.16346153846158,106.88942307692308,7.788461538461537,208,5,1734.5696202531647,2124.4177215189875,109.03797468354429,9.341772151898734,11.367088607594939,1385.506329113924,33.050632911392405,41.607594936708864,533.7088607594936,775.5696202531645,1.5696202531645569,1385.506329113924,6.63164556962025,1281.772151898734,88.55696202531645,3.2658227848101267,15.177215189873413,3.6582278481012658,56.63291139240506,14.300000000000011,79,5,16.28787878787879,12844.0,1.0,6.0,0.0,112.0,79.0,0.13636363636363635,198.0,2.0,Excellent programming skills,0.956290628447785
Glenn L. Nielsen,0.0,576.0,53.875,8.25,40,1,1120.1176470588234,473.4117647058823,98.52941176470587,28.117647058823533,30.782352941176477,649.5882352941177,3.1764705882352944,85.41176470588233,186.35294117647058,369.0,5.647058823529411,649.5882352941177,5.735294117647059,633.8823529411766,5.8235294117647065,4.0,9.882352941176473,4.0,38.352941176470594,30.029411764705888,17,1,17.652173913043477,1113.0,0.0,6.0,1.0,7.0,9.0,0.0,23.0,1.0,Good programming skills,0.8920607525944605
Gopal Vijayaraghavan,0.0,175.73333333333332,43.6,9.6,15,1,124943.33333333331,103411.0,6636.333333333332,717.3333333333335,15.433333333333332,49646.66666666666,266.0,2276.333333333333,18090.0,28086.0,928.3333333333335,49646.66666666666,3.2000000000000006,47864.0,949.0,5.0,833.6666666666665,4.0,3080.666666666666,9.5,3,1,10.661016949152538,8725.0,1.0,4.0,1.0,65.0,47.0,0.15254237288135594,118.0,1.0,Extremely bad programming skills,0.18193617864282763
Gunther Hagleitner,0.0,201.85253980288098,100.10765731614859,84.43593631539045,2638,1,106959.21538461537,87945.70384615385,5654.873076923077,777.6961538461537,19.496153846153806,43526.49615384615,261.33076923076925,1981.942307692308,16296.065384615384,23923.8,1063.3576923076923,43526.49615384615,3.2307692307692246,41900.89615384615,834.223076923077,5.0,791.376923076923,4.0,2789.884615384615,9.775384615384608,260,1,19.08042926378952,670295.0,56.0,357.0,15.0,4180.0,4058.0,0.04558042926378952,8666.0,1.0,Extremely bad programming skills,0.18193617864282763
Hans Gilde,0.0,167.0,18.5625,4.875,16,1,5330.583333333333,3865.083333333334,77.0,58.0,4.783333333333332,2033.583333333333,6.0,106.16666666666669,1215.5833333333333,680.8333333333334,25.0,2033.583333333333,4.666666666666667,2013.25,9.0,4.0,11.333333333333336,4.0,533.8333333333334,25.05,12,1,2.4,338.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,1.0,Excellent programming skills,0.956290628447785
Harish Butani,0.0,210.9891304347826,55.41847826086956,7.248641304347826,736,1,120564.1875,98985.0,6803.145833333332,880.25,19.297916666666673,48749.58333333334,268.2916666666667,2240.6875,18010.520833333332,27129.27083333333,1100.8125,48749.58333333334,3.204166666666667,46956.4375,921.7291666666665,5.0,871.4166666666665,4.0,3051.604166666666,9.64375,48,1,14.939655172413795,8456.0,0.0,4.0,1.0,73.0,38.0,0.2413793103448276,116.0,1.0,Extremely bad programming skills,0.18193617864282763
Henning Schmiedehausen,0.0,380.16666666666674,35.63095238095238,8.011904761904763,84,2,2266.444444444445,1698.833333333333,45.02777777777778,13.944444444444445,6.374999999999999,836.0555555555555,45.805555555555564,72.94444444444444,446.11111111111114,242.83333333333331,28.36111111111111,836.0555555555555,3.219444444444445,820.0833333333335,9.472222222222221,4.722222222222221,6.5,4.0,145.5,21.408333333333328,36,2,19.23913043478261,2753.0,2.0,4.0,2.0,23.0,15.0,0.0,46.0,1.0,Good programming skills,0.8920607525944605
Henri Biestro,0.0,300.38989169675085,33.30806257521059,22.904532691536303,2493,2,2844.372549019608,2282.133333333333,52.46666666666667,14.709803921568627,2.631960784313719,660.743137254902,3.611764705882353,102.45490196078433,338.4019607843137,207.26078431372548,9.013725490196078,660.743137254902,2.4945098039215825,635.7549019607842,18.449019607843137,4.609803921568627,6.53921568627451,3.994117647058824,108.76274509803923,22.826862745098033,510,2,17.058823529411768,62804.0,16.0,81.0,12.0,582.0,329.0,0.17941176470588235,1020.0,1.0,Good programming skills,0.8920607525944605
Henri Yandell,0.0,208.8849388379205,15.145259938837919,23.29689092762487,7848,21,2955.8614864864867,1966.639358108108,155.3699324324324,43.52871621621622,23.984206081081144,1405.4383445945944,20.39780405405405,228.472972972973,596.8851351351351,527.6942567567568,31.988175675675677,1405.4383445945944,3.940962837837848,1367.8023648648648,26.08277027027027,3.7069256756756763,11.55320945945946,3.3994932432432434,161.4636824324324,26.171283783783835,1184,21,15.064695311223655,435886.0,4.0,336.0,43.0,2519.0,3219.0,0.06681914719817024,6121.0,15.0,Excellent programming skills,0.9697124403149269
Hongchao Deng,0.0,203.65789473684208,11.789473684210524,4.894736842105263,38,1,9488.4,8477.0,318.0,100.1,5.769999999999999,4820.2,17.0,521.4,2090.3,2123.5,68.0,4820.2,3.1000000000000005,4362.6,33.0,5.0,424.6,4.0,442.4,13.24,10,1,14.428571428571427,451.0,0.0,1.0,0.0,4.0,2.0,0.0,7.0,1.0,Good programming skills,0.8920607525944605
Humberto Cervantes Maceda,0.0,141.96428571428572,187.60714285714286,0.14285714285714285,28,1,7274.2,7792.4,168.8,70.8,6.139999999999999,4266.4,31.4,328.4,1928.6,1791.6,186.4,4266.4,3.72,4161.6,40.0,5.0,64.8,4.0,512.6,34.3,5,1,16.384615384615387,3544.0,0.0,2.0,0.0,22.0,28.0,0.0,52.0,1.0,Excellent programming skills,0.956290628447785
Ignacio J. Ortega,0.0,251.0,10.5,3.0,2,1,636.0,283.0,62.0,19.0,35.7,551.0,2.0,67.0,135.0,345.0,2.0,551.0,6.8,540.0,4.0,4.0,7.0,4.0,28.0,22.7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9697124403149269
James Mitchell,0.0,165.0,6.75,3.25,4,2,1474.2,1148.8,206.0,18.2,11.179999999999998,896.0,53.8,172.2,282.6,370.0,17.4,896.0,5.2,872.8,15.6,4.2,7.6,3.2,77.8,29.14,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
James Strachan,0.0,392.40754616002135,40.3047899384533,9.791008830612789,3737,10,2756.798518518519,1986.9081481481485,96.91407407407408,75.01333333333334,13.604592592592606,1405.5881481481479,9.277037037037038,71.85777777777777,727.7274074074073,586.3762962962962,10.34962962962963,1405.5881481481479,4.820888888888884,1386.1896296296295,11.358518518518519,2.974814814814815,8.04,3.936296296296296,275.6103703703704,26.302814814814862,675,10,17.706409372846313,83594.0,11.0,65.0,2.0,675.0,698.0,0.01171605789110958,1451.0,6.0,Excellent programming skills,0.9697124403149269
James Turner,0.0,253.375,67.125,23.45833333333333,48,1,733.16,577.68,108.8,12.08,9.784000000000002,399.16,0.0,43.6,182.44,173.12,0.0,399.16,6.244,382.24,6.16,4.0,10.76,4.0,36.64,28.396000000000004,25,1,14.607843137254903,2960.0,0.0,6.0,0.0,23.0,22.0,0.0,51.0,1.0,Excellent programming skills,0.956290628447785
James W. Carman,0.0,180.825,23.475,7.433333333333334,120,3,7473.11111111111,4893.61111111111,307.0555555555556,85.33333333333333,9.95,3249.555555555556,36.111111111111114,613.5,1475.388888888889,1067.5,57.055555555555564,3249.555555555556,3.45,3193.555555555556,41.0,5.0,15.0,4.0,381.5,25.488888888888894,18,3,14.773584905660375,2801.0,0.0,8.0,0.0,24.0,21.0,0.0,53.0,2.0,Excellent programming skills,0.956290628447785
Jan Luehe,0.0,150.0,1.0,1.0,1,1,2637.0,2660.0,354.0,45.0,21.0,2698.0,267.0,659.0,595.0,1125.0,52.0,2698.0,6.4,2684.0,10.0,4.0,4.0,4.0,139.0,28.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.956290628447785
Jason Dere,0.0,204.0,58.31372549019608,42.68627450980392,51,1,125561.81818181818,103301.36363636363,7082.818181818182,851.9090909090909,17.936363636363637,50446.09090909091,269.3636363636364,2323.2727272727275,18437.090909090908,28364.818181818184,1051.5454545454545,50446.09090909091,3.2,48607.63636363637,955.0909090909092,5.0,883.3636363636364,4.0,3121.5454545454545,9.554545454545453,11,1,20.142857142857142,452.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0,Extremely bad programming skills,0.18193617864282763
Jason van Zyl,0.0,179.17884615384617,84.57596153846154,14.251923076923076,1040,13,3460.2935323383085,2018.4975124378107,240.61194029850742,46.651741293532346,14.676616915422892,2095.517412935324,7.781094527363184,103.90547263681593,793.9751243781094,1072.4726368159204,117.38308457711443,2095.517412935324,4.0562189054726385,2050.049751243781,28.139303482587067,3.3383084577114426,17.328358208955223,3.711442786069652,274.36318407960204,22.27014925373136,201,13,18.52647975077881,21703.0,2.0,27.0,1.0,170.0,121.0,0.02803738317757009,321.0,4.0,Excellent programming skills,0.9697124403149269
Jean-Frederic Clere,0.0,180.04724409448818,14.153543307086615,13.535433070866144,254,2,185.2244897959184,153.77551020408163,20.530612244897963,8.612244897959183,67.34965986394565,245.12925170068027,5.7687074829931975,32.605442176870746,132.41496598639455,74.34013605442176,0.0,245.12925170068027,7.743537414965969,238.3877551020408,5.081632653061225,4.0,1.6598639455782314,1.0408163265306123,13.6734693877551,24.48639455782317,147,2,43.41666666666666,555.0,0.0,2.0,0.0,5.0,5.0,0.0,12.0,1.0,Excellent programming skills,0.9697124403149269
Jeff Turner,0.0,200.03937007874012,24.125984251968504,11.228346456692913,127,6,1759.090909090909,1330.6363636363635,103.9090909090909,46.18181818181818,23.3,1077.1818181818182,30.818181818181817,139.0,426.09090909090907,470.8181818181818,10.454545454545457,1077.1818181818182,5.327272727272726,1065.4545454545455,4.363636363636363,3.0909090909090913,7.363636363636362,3.1818181818181817,133.0909090909091,26.009090909090904,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9697124403149269
Jeffrey Brekke,0.0,356.1630434782609,93.46304347826089,52.86521739130435,920,1,1803.641304347826,1428.5326086956522,71.78260869565217,48.69565217391305,15.77934782608696,1335.445652173913,0.13043478260869565,181.31521739130437,699.4021739130435,452.7934782608696,1.8043478260869563,1335.445652173913,4.688043478260872,1206.9673913043478,1.3478260869565215,4.0,127.1304347826087,4.0,143.68478260869566,57.167391304347866,92,1,16.837988826815646,38553.0,0.0,59.0,3.0,302.0,173.0,0.0,537.0,1.0,Excellent programming skills,0.956290628447785
Jeremias Maerki,0.0,212.703125,40.848958333333336,27.74479166666667,192,2,947.7325581395347,529.1279069767442,19.069767441860467,6.569767441860465,8.34418604651164,506.36046511627904,2.63953488372093,90.24418604651164,230.89534883720933,151.04651162790697,31.534883720930228,506.36046511627904,3.2662790697674424,459.5930232558139,44.034883720930225,4.0,2.732558139534884,4.0,60.069767441860456,29.554651162790698,86,1,18.48507462686567,7303.0,2.0,8.0,4.0,67.0,53.0,0.0,134.0,1.0,Excellent programming skills,0.956290628447785
Jesse McConnell,0.0,291.88607594936707,31.16033755274261,8.970464135021095,237,1,2844.421052631579,1695.4561403508774,197.9122807017544,24.157894736842106,8.866666666666667,1632.8070175438595,0.5263157894736842,103.38596491228071,647.6842105263157,731.8947368421052,149.31578947368422,1632.8070175438595,3.5473684210526333,1604.1052631578948,17.789473684210527,2.0701754385964914,10.912280701754382,3.298245614035088,326.15789473684214,16.759649122807012,57,1,15.577235772357724,7319.0,0.0,12.0,0.0,39.0,72.0,0.0,123.0,1.0,Good programming skills,0.8920607525944605
Jianyong Dai,0.0,180.875,8.40625,3.78125,96,1,99912.5,82121.13636363638,5143.136363636364,659.3636363636364,18.563636363636366,40768.63636363636,252.1818181818182,1823.9545454545453,15059.818181818182,22638.0,994.6818181818179,40768.63636363636,3.2181818181818187,39243.545454545456,794.5454545454545,5.0,730.5454545454545,4.0,2566.3636363636365,9.704545454545453,22,1,37.58997050147492,52222.0,9.0,31.0,1.0,391.0,246.0,0.09587020648967552,678.0,1.0,Extremely bad programming skills,0.18193617864282763
Jim Jagielski,0.0,179.0,13.625,13.0,8,1,645.5,386.5,6.5,3.0,1.6749999999999998,331.5,0.0,44.25,158.25,117.0,12.0,331.5,3.1,312.0,9.0,4.0,10.5,4.0,44.25,22.15,4,1,8.666666666666666,733.0,0.0,2.0,0.0,6.0,4.0,0.0,12.0,1.0,Excellent programming skills,0.956290628447785
Jitendra Nath Pandey,0.0,193.48828125,57.30078125,6.8125,256,1,121307.66666666669,99540.5925925926,6877.777777777777,927.1851851851852,19.86296296296296,49054.07407407407,269.0,2259.851851851852,18246.666666666668,27140.222222222223,1138.3333333333333,49054.07407407407,3.200000000000001,47245.92592592593,925.7777777777777,5.0,882.3703703703702,4.0,3094.925925925926,9.681481481481484,27,1,11.095477386934672,13538.0,0.0,7.0,0.0,94.0,98.0,0.04020100502512563,199.0,1.0,Extremely bad programming skills,0.18193617864282763
Joakim Erdfelt,0.0,294.09472259810553,34.294993234100126,15.167794316644116,739,1,3863.7254901960778,1755.235294117647,202.60784313725492,26.43137254901961,7.713725490196077,2113.078431372549,1.0,104.84313725490196,811.9215686274508,1022.0392156862744,173.27450980392155,2113.078431372549,3.1549019607843114,2054.6666666666665,41.215686274509814,3.7450980392156863,17.196078431372552,3.8039215686274512,364.7058823529412,17.443137254901966,51,1,16.105943152454778,24590.0,2.0,18.0,1.0,188.0,178.0,11.304909560723514,387.0,1.0,Good programming skills,0.8920607525944605
Jochen Wiedmann,0.0,209.86538461538458,24.219780219780223,8.98076923076923,364,4,1102.7916666666667,685.8666666666667,125.33333333333331,31.641666666666666,62.72916666666664,505.23333333333335,2.825,78.00833333333334,194.54166666666663,164.275,65.58333333333333,505.23333333333335,4.332500000000001,494.44166666666666,9.983333333333333,4.0,0.8083333333333333,1.325,64.90833333333333,35.109166666666695,120,4,16.53921568627451,6077.0,3.0,12.0,1.0,54.0,32.0,0.0,102.0,3.0,Excellent programming skills,0.9697124403149269
Joerg Schaible,0.0,195.8153846153846,15.01025641025641,9.564102564102564,195,8,4411.4625,2946.3875,117.1625,36.7875,10.340000000000003,1627.5125,10.675,187.3375,853.1875,509.2625,67.05,1627.5125,2.9062499999999982,1593.175,15.8,4.85,18.5375,3.9625,295.675,20.628750000000004,80,8,22.714285714285715,2946.0,0.0,6.0,1.0,23.0,19.0,0.0,49.0,2.0,Excellent programming skills,0.9697124403149269
Johan Oskarsson,0.0,208.4081632653061,29.755102040816325,330.2857142857143,49,1,15258.8,13189.6,1129.0,79.6,14.62,9031.6,113.8,371.4,3620.0,4081.4,845.0,9031.6,4.460000000000001,8397.8,257.4,5.0,376.4,4.0,603.0,13.62,5,1,33.01526717557252,9307.0,0.0,8.0,0.0,52.0,71.0,0.11450381679389313,131.0,1.0,Good programming skills,0.8920607525944605
John Dennis Casey,0.0,385.0,27.0,2.0,1,1,2069.0,1392.0,167.0,18.0,9.7,1282.0,0.0,96.0,493.0,587.0,106.0,1282.0,3.9,1276.0,0.0,1.0,6.0,3.0,267.0,15.7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Good programming skills,0.8920607525944605
John Keyes,0.0,175.4832904884319,37.568123393316185,20.953727506426734,389,1,1006.6936936936937,702.0360360360361,75.13513513513513,30.72972972972973,21.0162162162162,500.5495495495496,0.0,44.02702702702703,270.76576576576576,176.5585585585586,9.198198198198199,500.5495495495496,4.223423423423424,494.41441441441435,0.8018018018018018,2.603603603603604,5.333333333333333,3.1981981981981984,68.1981981981982,20.310810810810803,111,1,18.055961070559608,26182.0,0.0,29.0,1.0,201.0,180.0,0.055961070559610714,411.0,1.0,Good programming skills,0.8920607525944605
John McNally,0.0,314.20652173913044,127.7608695652174,24.358695652173914,92,2,1013.4782608695652,544.2608695652174,98.3913043478261,25.782608695652176,36.93913043478261,506.4347826086956,4.695652173913044,66.95652173913044,166.69565217391303,254.65217391304347,13.434782608695652,506.4347826086956,4.030434782608695,490.0869565217391,8.217391304347826,4.0,8.130434782608695,2.6956521739130435,33.34782608695652,34.1304347826087,23,2,16.296610169491526,7067.0,1.0,21.0,0.0,49.0,47.0,0.07627118644067797,118.0,1.0,Excellent programming skills,0.9697124403149269
John Sichi,0.0,424.51069345430983,48.31237848347375,26.8101101749838,3086,1,39216.70718232044,34212.89502762431,1858.1602209944751,192.182320441989,15.061325966850829,16428.50276243094,178.3259668508287,779.1491712707183,6725.546961325967,8268.276243093922,477.2044198895028,16428.50276243094,3.4580110497237615,15623.486187845305,441.21546961325964,5.0,363.8011049723757,4.0,1137.243093922652,11.66022099447512,181,1,14.465587044534411,31963.0,5.0,26.0,1.0,198.0,264.0,0.145748987854251,494.0,1.0,Good programming skills,0.8920607525944605
Jonathan Moore,0.0,367.1,34.05625,9.23125,320,1,6664.785046728972,4601.747663551402,498.33644859813086,80.04672897196262,7.712149532710295,3086.504672897196,11.271028037383175,335.32710280373834,1539.4299065420562,1097.1869158878503,103.2897196261682,3086.504672897196,3.810280373831776,3005.495327102804,7.5233644859813085,4.0,73.48598130841121,4.0,495.5233644859813,15.620560747663571,107,1,12.141843971631205,9155.0,0.0,12.0,4.0,73.0,52.0,0.014184397163120569,141.0,1.0,Good programming skills,0.8920607525944605
Josh Elser,0.0,180.0,4.230769230769232,2.6153846153846154,39,2,4629.538461538462,2929.8461538461543,58.0,21.0,1.9,1288.2307692307693,5.0,133.0769230769231,811.1538461538463,251.0,88.0,1288.2307692307693,2.507692307692308,1265.1538461538462,9.0,5.0,14.076923076923075,4.0,373.0,20.2,13,1,47.5,51.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,Excellent programming skills,0.956290628447785
Joydeep Sensarma,0.0,183.95454545454547,71.52727272727273,82.42727272727272,110,1,28919.722222222223,25099.277777777777,1502.7222222222224,142.22222222222226,14.966666666666665,13056.888888888889,161.77777777777774,624.3888888888888,5304.055555555556,6373.777777777777,592.8888888888888,13056.888888888889,3.777777777777777,12339.111111111111,355.72222222222223,5.0,362.0555555555555,4.0,904.4444444444445,12.383333333333333,18,1,17.285714285714285,3319.0,1.0,4.0,0.0,27.0,24.0,0.0,56.0,1.0,Good programming skills,0.8920607525944605
Jukka Zitting,0.0,267.23809523809524,35.5,5.333333333333333,42,1,2643.142857142857,1683.0,155.07142857142858,28.714285714285715,6.1571428571428575,1166.9285714285713,3.7142857142857135,321.35714285714283,431.78571428571433,390.07142857142856,20.0,1166.9285714285713,3.2357142857142853,1129.2142857142858,33.642857142857146,4.0,4.071428571428571,4.0,158.71428571428572,31.478571428571428,14,1,7.5,104.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,Excellent programming skills,0.956290628447785
Julian Sedding,0.0,225.82608695652172,17.26086956521739,19.73913043478261,23,1,7355.285714285716,4683.142857142857,469.8571428571428,78.57142857142857,8.357142857142858,2979.142857142857,7.0,234.14285714285717,1611.857142857143,1119.142857142857,7.0,2979.142857142857,3.5,2908.142857142857,11.0,4.0,60.0,4.0,571.5714285714286,11.0,7,1,12.928571428571427,953.0,0.0,1.0,0.0,9.0,4.0,0.0,14.0,1.0,Good programming skills,0.8920607525944605
Julius Davies,0.0,189.5769230769231,57.0,48.5,26,1,1720.083333333333,1275.9166666666667,70.16666666666667,13.083333333333336,6.699999999999998,707.5833333333335,0.0,68.83333333333333,372.08333333333326,251.66666666666663,15.0,707.5833333333335,2.6833333333333336,705.25,1.0,3.0,1.3333333333333333,3.0,74.08333333333333,23.84166666666667,12,1,24.82608695652174,1438.0,0.0,2.0,0.0,13.0,8.0,0.0,23.0,1.0,Excellent programming skills,0.956290628447785
